symbol,subtype,mean_expr
E2F8,Basal-like,226.0889144329897
E2F8,HER2-enriched,180.82383620689654
E2F8,Luminal A,71.05107229437229
E2F8,Luminal B,235.81113937007873
E2F8,Normal-like,78.5335625
EDN2,Basal-like,280.8467587628866
EDN2,HER2-enriched,170.95390689655173
EDN2,Luminal A,122.27138311688311
EDN2,Luminal B,79.4476968503937
EDN2,Normal-like,141.7007125
EGLN3,Basal-like,785.9618319587629
EGLN3,HER2-enriched,2032.500474137931
EGLN3,Luminal A,946.1403225108226
EGLN3,Luminal B,687.2916330708662
EGLN3,Normal-like,572.8568875
EIF4EBP1,Basal-like,1616.8852907216494
EIF4EBP1,HER2-enriched,1209.3461965517242
EIF4EBP1,Luminal A,754.5902593073594
EIF4EBP1,Luminal B,1051.0996842519685
EIF4EBP1,Normal-like,1626.3342625
EME1,Basal-like,120.23838453608248
EME1,HER2-enriched,191.73282931034484
EME1,Luminal A,62.67073722943723
EME1,Luminal B,164.42332519685039
EME1,Normal-like,97.771075
ENTPD7,Basal-like,541.9820525773196
ENTPD7,HER2-enriched,695.0697689655173
ENTPD7,Luminal A,579.2602943722944
ENTPD7,Luminal B,528.3494803149606
ENTPD7,Normal-like,388.2890125
EPYC,Basal-like,39.69056907216495
EPYC,HER2-enriched,121.67917068965518
EPYC,Luminal A,103.88559783549783
EPYC,Luminal B,87.62347874015748
EPYC,Normal-like,31.8666
ERBB2,Basal-like,5844.239370103092
ERBB2,HER2-enriched,84267.95391206896
ERBB2,Luminal A,10420.256053679654
ERBB2,Luminal B,14682.840881102362
ERBB2,Normal-like,3640.4663875
ERCC6L,Basal-like,269.8211
ERCC6L,HER2-enriched,274.21308620689655
ERCC6L,Luminal A,99.01901645021645
ERCC6L,Luminal B,209.62978267716537
ERCC6L,Normal-like,116.353
ERMN,Basal-like,43.37455463917526
ERMN,HER2-enriched,50.024763793103446
ERMN,Luminal A,41.32460173160173
ERMN,Luminal B,35.65114566929134
ERMN,Normal-like,13.5419
ESCO2,Basal-like,205.3082536082474
ESCO2,HER2-enriched,196.6322827586207
ESCO2,Luminal A,107.26087186147186
ESCO2,Luminal B,237.07989212598426
ESCO2,Normal-like,91.3199375
ESM1,Basal-like,258.69907010309277
ESM1,HER2-enriched,330.44208620689653
ESM1,Luminal A,211.99755887445886
ESM1,Luminal B,211.33041968503937
ESM1,Normal-like,122.3009375
ESPL1,Basal-like,548.0460051546391
ESPL1,HER2-enriched,475.1468913793103
ESPL1,Luminal A,220.50038787878788
ESPL1,Luminal B,611.5039976377952
ESPL1,Normal-like,305.0552375
ETV7,Basal-like,269.8023237113402
ETV7,HER2-enriched,143.20327931034484
ETV7,Luminal A,83.35129480519481
ETV7,Luminal B,116.5135968503937
ETV7,Normal-like,105.8160625
EVPL,Basal-like,1198.4397927835053
EVPL,HER2-enriched,1100.7796310344827
EVPL,Luminal A,993.0785246753247
EVPL,Luminal B,1239.5344141732282
EVPL,Normal-like,1384.960725
EXO1,Basal-like,651.6846
EXO1,HER2-enriched,434.00737586206895
EXO1,Luminal A,148.2873528138528
EXO1,Luminal B,359.42651338582675
EXO1,Normal-like,170.58859999999999
EZH2,Basal-like,961.4361175257732
EZH2,HER2-enriched,533.6849896551724
EZH2,Luminal A,293.8343948051948
EZH2,Luminal B,547.1368464566929
EZH2,Normal-like,338.3352
F12,Basal-like,137.86892886597937
F12,HER2-enriched,157.10759310344827
F12,Luminal A,133.99645757575757
F12,Luminal B,187.15494645669293
F12,Normal-like,116.24714999999999
FAM111B,Basal-like,897.6030711340206
FAM111B,HER2-enriched,1080.6140379310345
FAM111B,Luminal A,306.41648225108224
FAM111B,Luminal B,757.7367385826772
FAM111B,Normal-like,434.3060625
FAM72A,Basal-like,85.12975670103093
FAM72A,HER2-enriched,52.35437413793103
FAM72A,Luminal A,21.88378051948052
FAM72A,Luminal B,54.99782992125984
FAM72A,Normal-like,31.9889625
FAM72D,Basal-like,178.68798453608247
FAM72D,HER2-enriched,91.47886551724137
FAM72D,Luminal A,44.51597056277056
FAM72D,Luminal B,95.81030472440945
FAM72D,Normal-like,54.79685
FAM83D,Basal-like,850.8848845360825
FAM83D,HER2-enriched,646.3293879310345
FAM83D,Luminal A,209.02142727272727
FAM83D,Luminal B,541.2172874015748
FAM83D,Normal-like,212.8489375
FANCA,Basal-like,692.3812989690722
FANCA,HER2-enriched,280.3323068965517
FANCA,Luminal A,139.33686147186148
FANCA,Luminal B,322.95654645669293
FANCA,Normal-like,218.5363375
FANCB,Basal-like,66.09222783505155
FANCB,HER2-enriched,37.76738448275862
FANCB,Luminal A,19.212273593073594
FANCB,Luminal B,38.30735984251969
FANCB,Normal-like,20.97365
FANCD2,Basal-like,677.9647804123712
FANCD2,HER2-enriched,669.0657948275862
FANCD2,Luminal A,365.9145688311688
FANCD2,Luminal B,668.8917598425197
FANCD2,Normal-like,299.1942125
FANCI,Basal-like,1618.9041845360825
FANCI,HER2-enriched,1228.0690948275862
FANCI,Luminal A,756.7266562770562
FANCI,Luminal B,1581.074051968504
FANCI,Normal-like,1188.437875
FBXO43,Basal-like,33.31726907216495
FBXO43,HER2-enriched,19.002358620689655
FBXO43,Luminal A,16.017657575757575
FBXO43,Luminal B,32.00224724409449
FBXO43,Normal-like,34.7628
FCGR1A,Basal-like,181.58705257731958
FCGR1A,HER2-enriched,168.41385344827586
FCGR1A,Luminal A,120.47892943722944
FCGR1A,Luminal B,135.3951692913386
FCGR1A,Normal-like,229.0880625
FCGR3A,Basal-like,2179.1556
FCGR3A,HER2-enriched,2295.608653448276
FCGR3A,Luminal A,1610.48781991342
FCGR3A,Luminal B,1909.881325984252
FCGR3A,Normal-like,2000.8102375
FEN1,Basal-like,1407.79493814433
FEN1,HER2-enriched,1219.6921827586207
FEN1,Luminal A,653.191232034632
FEN1,Luminal B,1128.215090551181
FEN1,Normal-like,896.717675
FER1L6,Basal-like,1.5909752577319587
FER1L6,HER2-enriched,2.8357568965517244
FER1L6,Luminal A,8.675555844155845
FER1L6,Luminal B,8.659096062992125
FER1L6,Normal-like,0.7285125
FKBP10,Basal-like,3049.4485659793813
FKBP10,HER2-enriched,2773.8612155172414
FKBP10,Luminal A,3395.967258874459
FKBP10,Luminal B,3112.1733133858265
FKBP10,Normal-like,2946.8463
FLAD1,Basal-like,1930.417580412371
FLAD1,HER2-enriched,1495.2842344827586
FLAD1,Luminal A,1099.3927705627705
FLAD1,Luminal B,1351.077542519685
FLAD1,Normal-like,1058.5587375
FLVCR1,Basal-like,259.3588793814433
FLVCR1,HER2-enriched,309.0050931034483
FLVCR1,Luminal A,248.20878225108225
FLVCR1,Luminal B,346.13179842519685
FLVCR1,Normal-like,236.8707875
FN1,Basal-like,79005.79344845361
FN1,HER2-enriched,150452.0094948276
FN1,Luminal A,123645.36745800865
FN1,Luminal B,103717.64385275591
FN1,Normal-like,62092.0646125
FNDC1,Basal-like,2070.3135577319586
FNDC1,HER2-enriched,1579.3375586206896
FNDC1,Luminal A,1629.2835025974025
FNDC1,Luminal B,1090.2187173228347
FNDC1,Normal-like,1060.657625
FOXD3,Basal-like,21.485538144329897
FOXD3,HER2-enriched,5.313994827586207
FOXD3,Luminal A,6.60985670995671
FOXD3,Luminal B,9.479426771653543
FOXD3,Normal-like,3.5912125
FOXM1,Basal-like,3100.4092525773194
FOXM1,HER2-enriched,1480.1584862068964
FOXM1,Luminal A,549.9857965367966
FOXM1,Luminal B,1460.466025984252
FOXM1,Normal-like,737.1607125
FOXP3,Basal-like,140.62387731958762
FOXP3,HER2-enriched,148.62626896551726
FOXP3,Luminal A,77.62698398268398
FOXP3,Luminal B,89.99900393700787
FOXP3,Normal-like,146.5226375
FOXS1,Basal-like,44.83253917525773
FOXS1,HER2-enriched,56.67781551724138
FOXS1,Luminal A,71.33669783549783
FOXS1,Luminal B,49.77533149606299
FOXS1,Normal-like,116.5447875
FUT7,Basal-like,25.744380412371132
FUT7,HER2-enriched,16.645641379310344
FUT7,Luminal A,11.700731168831169
FUT7,Luminal B,11.28137874015748
FUT7,Normal-like,25.9884
GABRD,Basal-like,52.31166288659794
GABRD,HER2-enriched,82.838722413793107
GABRD,Luminal A,72.87762597402597
GABRD,Luminal B,81.67366299212598
GABRD,Normal-like,81.7223875
GAL3ST2,Basal-like,4.852520618556701
GAL3ST2,HER2-enriched,76.7783551724138
GAL3ST2,Luminal A,13.394335497835497
GAL3ST2,Luminal B,11.272359842519686
GAL3ST2,Normal-like,6.95685
GALNT5,Basal-like,63.330491752577316
GALNT5,HER2-enriched,129.4605051724138
GALNT5,Luminal A,437.0817437229437
GALNT5,Luminal B,202.25143307086614
GALNT5,Normal-like,104.7235125
GAS2L3,Basal-like,118.92669793814433
GAS2L3,HER2-enriched,79.45395
GAS2L3,Luminal A,41.71105800865801
GAS2L3,Luminal B,92.1288251968504
GAS2L3,Normal-like,47.798875
GBP5,Basal-like,1502.032407216495
GBP5,HER2-enriched,773.1970103448276
GBP5,Luminal A,291.0589415584416
GBP5,Luminal B,557.6930866141732
GBP5,Normal-like,725.4318125
GINS1,Basal-like,670.2751412371134
GINS1,HER2-enriched,565.7674293103448
GINS1,Luminal A,241.39110303030304
GINS1,Luminal B,526.1933732283464
GINS1,Normal-like,290.0746375
GJB2,Basal-like,1066.278193814433
GJB2,HER2-enriched,954.0479379310345
GJB2,Luminal A,1057.356438961039
GJB2,Luminal B,582.9589850393701
GJB2,Normal-like,242.15767499999998
GK,Basal-like,186.6432175257732
GK,HER2-enriched,230.3869775862069
GK,Luminal A,181.12903766233765
GK,Luminal B,195.07997244094489
GK,Normal-like,143.3109375
GPC2,Basal-like,125.63661958762887
GPC2,HER2-enriched,75.68742586206896
GPC2,Luminal A,15.445322077922079
GPC2,Luminal B,36.58396141732283
GPC2,Normal-like,18.219375
GPC4,Basal-like,1021.9407412371135
GPC4,HER2-enriched,1839.2261413793103
GPC4,Luminal A,1485.694893939394
GPC4,Luminal B,1336.655703937008
GPC4,Normal-like,791.0492625
GPR141,Basal-like,11.023468041237113
GPR141,HER2-enriched,20.090370689655174
GPR141,Luminal A,15.35027012987013
GPR141,Luminal B,10.586529133858267
GPR141,Normal-like,12.5317625
GPR68,Basal-like,172.72955670103093
GPR68,HER2-enriched,237.3836827586207
GPR68,Luminal A,275.8637337662338
GPR68,Luminal B,276.6012511811024
GPR68,Normal-like,296.7732125
GPR84,Basal-like,82.7545381443299
GPR84,HER2-enriched,35.33458448275862
GPR84,Luminal A,30.51962987012987
GPR84,Luminal B,33.305176377952755
GPR84,Normal-like,51.388
GPRIN1,Basal-like,338.27542164948454
GPRIN1,HER2-enriched,267.4958
GPRIN1,Luminal A,163.0152909090909
GPRIN1,Luminal B,273.2905409448819
GPRIN1,Normal-like,142.301775
GRIN2D,Basal-like,158.00669072164948
GRIN2D,HER2-enriched,94.91140689655172
GRIN2D,Luminal A,68.53076753246754
GRIN2D,Luminal B,72.10451732283464
GRIN2D,Normal-like,183.71676250000002
GTSE1,Basal-like,523.6799082474226
GTSE1,HER2-enriched,365.03562068965516
GTSE1,Luminal A,131.2189380952381
GTSE1,Luminal B,306.4084614173228
GTSE1,Normal-like,240.0795125
GUCY1B2,Basal-like,11.08330824742268
GUCY1B2,HER2-enriched,17.570179310344827
GUCY1B2,Luminal A,10.526351515151514
GUCY1B2,Luminal B,14.629363779527559
GUCY1B2,Normal-like,4.3903375
HAGHL,Basal-like,89.8031855670103
HAGHL,HER2-enriched,128.29539827586206
HAGHL,Luminal A,182.46431168831168
HAGHL,Luminal B,210.56653307086614
HAGHL,Normal-like,237.323075
HAPLN1,Basal-like,244.72096907216496
HAPLN1,HER2-enriched,184.60267931034483
HAPLN1,Luminal A,63.58468831168831
HAPLN1,Luminal B,107.33387322834646
HAPLN1,Normal-like,17.248562500000002
HELLS,Basal-like,305.9258329896907
HELLS,HER2-enriched,268.1277017241379
HELLS,Luminal A,135.27751818181818
HELLS,Luminal B,259.6910614173228
HELLS,Normal-like,97.7407
HJURP,Basal-like,666.2759082474226
HJURP,HER2-enriched,439.7085431034483
HJURP,Luminal A,172.42358008658007
HJURP,Luminal B,393.58584566929136
HJURP,Normal-like,328.88765
HLA-DQB1,Basal-like,2735.996381443299
HLA-DQB1,HER2-enriched,2445.841774137931
HLA-DQB1,Luminal A,1989.476493073593
HLA-DQB1,Luminal B,2013.0964472440944
HLA-DQB1,Normal-like,2957.25045
HMGA1,Basal-like,4487.156537113402
HMGA1,HER2-enriched,2521.3548603448276
HMGA1,Luminal A,1484.8619489177488
HMGA1,Luminal B,1770.1814897637796
HMGA1,Normal-like,1803.9948375
HMGB3,Basal-like,2407.3021288659793
HMGB3,HER2-enriched,2610.313825862069
HMGB3,Luminal A,1307.1687787878789
HMGB3,Luminal B,1851.2246519685038
HMGB3,Normal-like,1222.8353
HMMR,Basal-like,538.8511670103093
HMMR,HER2-enriched,414.6268224137931
HMMR,Luminal A,204.32485151515152
HMMR,Luminal B,455.0059913385827
HMMR,Normal-like,186.094575
HMX3,Basal-like,2.357784536082474
HMX3,HER2-enriched,2.2651327586206897
HMX3,Luminal A,1.1664
HMX3,Luminal B,3.314903937007874
HMX3,Normal-like,0.2709125
HOTAIR,Basal-like,119.28551443298969
HOTAIR,HER2-enriched,221.00212586206897
HOTAIR,Luminal A,123.1374432900433
HOTAIR,Luminal B,104.91110708661418
HOTAIR,Normal-like,60.702175
HOXC10,Basal-like,567.8514917525773
HOXC10,HER2-enriched,1175.9740672413793
HOXC10,Luminal A,868.8569822510823
HOXC10,Luminal B,961.642251968504
HOXC10,Normal-like,433.613175
HOXC11,Basal-like,109.75392783505154
HOXC11,HER2-enriched,244.02352931034483
HOXC11,Luminal A,136.17946103896105
HOXC11,Luminal B,151.49057952755905
HOXC11,Normal-like,67.87384999999999
HOXC12,Basal-like,9.632444329896908
HOXC12,HER2-enriched,7.906987931034482
HOXC12,Luminal A,5.76688354978355
HOXC12,Luminal B,5.193394488188976
HOXC12,Normal-like,0.90885
HOXC13,Basal-like,245.17279072164948
HOXC13,HER2-enriched,270.60781206896553
HOXC13,Luminal A,259.32717965367965
HOXC13,Luminal B,263.4977653543307
HOXC13,Normal-like,152.66039999999998
HPX,Basal-like,50.54707216494845
HPX,HER2-enriched,509.9059931034483
HPX,Luminal A,473.8563883116883
HPX,Luminal B,467.9148716535433
HPX,Normal-like,164.2810875
HSD17B6,Basal-like,77.28621855670103
HSD17B6,HER2-enriched,128.92066379310344
HSD17B6,Luminal A,113.42833506493507
HSD17B6,Luminal B,107.77016929133859
HSD17B6,Normal-like,49.3370625
HYAL3,Basal-like,124.09597731958763
HYAL3,HER2-enriched,104.84156379310345
HYAL3,Luminal A,90.6373593073593
HYAL3,Luminal B,99.5955031496063
HYAL3,Normal-like,99.3493625
IBSP,Basal-like,72.96201546391752
IBSP,HER2-enriched,90.86123103448276
IBSP,Luminal A,50.27481861471861
IBSP,Luminal B,68.80388188976377
IBSP,Normal-like,10.3836875
ICOS,Basal-like,89.06387422680412
ICOS,HER2-enriched,64.13730862068965
ICOS,Luminal A,27.832572727272726
ICOS,Luminal B,41.67238818897638
ICOS,Normal-like,62.77285
IER3,Basal-like,1653.1378556701031
IER3,HER2-enriched,2076.401431034483
IER3,Luminal A,2987.0039012987013
IER3,Luminal B,2868.4170992125983
IER3,Normal-like,4110.51285
IER5L,Basal-like,336.3358649484536
IER5L,HER2-enriched,504.0524689655172
IER5L,Luminal A,353.1928121212121
IER5L,Luminal B,357.3975559055118
IER5L,Normal-like,787.3819374999999
IFITM1,Basal-like,5172.849924742268
IFITM1,HER2-enriched,5869.685696551724
IFITM1,Luminal A,5731.015398268399
IFITM1,Luminal B,6760.494030708662
IFITM1,Normal-like,5971.045075
IGFBPL1,Basal-like,16.235443298969074
IGFBPL1,HER2-enriched,11.332065517241379
IGFBPL1,Luminal A,5.029965367965368
IGFBPL1,Luminal B,7.385367716535433
IGFBPL1,Normal-like,0.974425
IGFL2,Basal-like,15.252113402061855
IGFL2,HER2-enriched,42.85511034482759
IGFL2,Luminal A,35.77157878787879
IGFL2,Luminal B,16.637911023622046
IGFL2,Normal-like,7.3629625
IGFL3,Basal-like,4.281964948453608
IGFL3,HER2-enriched,6.277353448275862
IGFL3,Luminal A,6.2078454545454544
IGFL3,Luminal B,2.524228346456693
IGFL3,Normal-like,0.7124125
IL12B,Basal-like,7.93389793814433
IL12B,HER2-enriched,7.6156500000000005
IL12B,Luminal A,4.295158874458874
IL12B,Luminal B,4.048524409448819
IL12B,Normal-like,11.1557375
IL21R,Basal-like,180.77531958762887
IL21R,HER2-enriched,145.3225224137931
IL21R,Luminal A,84.04814415584416
IL21R,Luminal B,99.24989842519685
IL21R,Normal-like,141.3613625
IL4I1,Basal-like,434.43075876288657
IL4I1,HER2-enriched,299.55638965517244
IL4I1,Luminal A,137.66697705627706
IL4I1,Luminal B,218.05718267716534
IL4I1,Normal-like,276.6453625
IL9R,Basal-like,6.618682474226804
IL9R,HER2-enriched,10.256127586206896
IL9R,Luminal A,7.657686147186147
IL9R,Luminal B,8.056970866141732
IL9R,Normal-like,7.3544625
INHBA,Basal-like,360.72168041237114
INHBA,HER2-enriched,524.2155
INHBA,Luminal A,459.1042575757576
INHBA,Luminal B,410.5556803149606
INHBA,Normal-like,178.64015
INSM1,Basal-like,31.6420793814433
INSM1,HER2-enriched,25.58615172413793
INSM1,Luminal A,125.63611385281385
INSM1,Luminal B,450.29582047244094
INSM1,Normal-like,42.099125
INTS7,Basal-like,1065.0507360824743
INTS7,HER2-enriched,1097.2665206896552
INTS7,Luminal A,858.3741688311688
INTS7,Luminal B,983.74808503937
INTS7,Normal-like,611.20685
IQGAP3,Basal-like,1537.9119762886598
IQGAP3,HER2-enriched,888.9889913793104
IQGAP3,Luminal A,438.0166935064935
IQGAP3,Luminal B,998.4084818897638
IQGAP3,Normal-like,635.1373625
IRF7,Basal-like,600.9385319587628
IRF7,HER2-enriched,897.7559586206896
IRF7,Luminal A,694.5133155844156
IRF7,Luminal B,842.5096724409449
IRF7,Normal-like,725.454725
ISG15,Basal-like,1959.9135216494847
ISG15,HER2-enriched,3083.354427586207
ISG15,Luminal A,1755.5851584415584
ISG15,Luminal B,2793.4427716535433
ISG15,Normal-like,4264.9596125
ISG20,Basal-like,458.64935360824745
ISG20,HER2-enriched,549.7686206896552
ISG20,Luminal A,273.74258701298703
ISG20,Luminal B,353.44597401574805
ISG20,Normal-like,544.7793125
ITGA11,Basal-like,800.4044
ITGA11,HER2-enriched,1986.8922896551724
ITGA11,Luminal A,1936.3569
ITGA11,Luminal B,1465.271337007874
ITGA11,Normal-like,700.3521499999999
KCNJ6,Basal-like,9.831232989690722
KCNJ6,HER2-enriched,3.353094827586207
KCNJ6,Luminal A,5.6848238095238095
KCNJ6,Luminal B,6.102392125984252
KCNJ6,Normal-like,2.43465
KCNK1,Basal-like,572.5975886597938
KCNK1,HER2-enriched,939.4959982758621
KCNK1,Luminal A,513.1670662337663
KCNK1,Luminal B,559.1421118110236
KCNK1,Normal-like,566.037775
KDELR3,Basal-like,1210.4230134020618
KDELR3,HER2-enriched,1312.0395603448276
KDELR3,Luminal A,831.0677255411256
KDELR3,Luminal B,752.4404708661417
KDELR3,Normal-like,1022.755825
KIAA0319,Basal-like,34.25856804123711
KIAA0319,HER2-enriched,55.34186551724138
KIAA0319,Luminal A,16.151406493506492
KIAA0319,Luminal B,53.568715748031494
KIAA0319,Normal-like,51.7563625
KIF11,Basal-like,1491.1213072164949
KIF11,HER2-enriched,1206.5358413793103
KIF11,Luminal A,571.9600476190476
KIF11,Luminal B,1206.6256881889765
KIF11,Normal-like,594.4682375
KIF14,Basal-like,555.6057711340206
KIF14,HER2-enriched,356.1885172413793
KIF14,Luminal A,127.09578701298702
KIF14,Luminal B,357.2763496062992
KIF14,Normal-like,116.1838375
KIF15,Basal-like,480.96591237113404
KIF15,HER2-enriched,282.30588275862067
KIF15,Luminal A,140.5633445887446
KIF15,Luminal B,349.3886669291339
KIF15,Normal-like,158.157125
KIF18B,Basal-like,508.24563711340204
KIF18B,HER2-enriched,229.42638965517241
KIF18B,Luminal A,115.1119329004329
KIF18B,Luminal B,326.3002992125984
KIF18B,Normal-like,188.3359875
KIF20A,Basal-like,1259.345230927835
KIF20A,HER2-enriched,978.718074137931
KIF20A,Luminal A,381.8313619047619
KIF20A,Luminal B,837.5726307086614
KIF20A,Normal-like,536.6108125
KIF23,Basal-like,1063.356950515464
KIF23,HER2-enriched,764.5779672413793
KIF23,Luminal A,367.03985714285716
KIF23,Luminal B,792.7672283464567
KIF23,Normal-like,464.4948
KIF24,Basal-like,242.45527216494847
KIF24,HER2-enriched,264.5569396551724
KIF24,Luminal A,196.84763852813853
KIF24,Luminal B,260.55007874015746
KIF24,Normal-like,145.0733
KIF26B,Basal-like,379.2963463917526
KIF26B,HER2-enriched,416.38163620689653
KIF26B,Luminal A,424.94184805194806
KIF26B,Luminal B,308.9306590551181
KIF26B,Normal-like,208.861675
KIF2C,Basal-like,1371.7371721649486
KIF2C,HER2-enriched,732.8917913793103
KIF2C,Luminal A,297.99207186147186
KIF2C,Luminal B,686.9473220472441
KIF2C,Normal-like,647.5973875
KIF4A,Basal-like,1102.699681443299
KIF4A,HER2-enriched,885.3771396551724
KIF4A,Luminal A,344.55439004329
KIF4A,Luminal B,845.4722188976378
KIF4A,Normal-like,434.929125
KIFC1,Basal-like,1437.124081443299
KIFC1,HER2-enriched,905.2132
KIFC1,Luminal A,393.38695584415586
KIFC1,Luminal B,883.3765141732283
KIFC1,Normal-like,672.7182
KIFC2,Basal-like,703.9844835051547
KIFC2,HER2-enriched,498.606674137931
KIFC2,Luminal A,586.2674103896104
KIFC2,Luminal B,844.2828551181102
KIFC2,Normal-like,1288.8354625
KLRG2,Basal-like,127.89402680412371
KLRG2,HER2-enriched,138.0827327586207
KLRG2,Luminal A,34.6137354978355
KLRG2,Luminal B,61.755815748031495
KLRG2,Normal-like,46.8767375
KMO,Basal-like,171.93628969072165
KMO,HER2-enriched,691.448798275862
KMO,Luminal A,216.88742251082252
KMO,Luminal B,206.4009559055118
KMO,Normal-like,290.1522
KNTC1,Basal-like,804.2696958762887
KNTC1,HER2-enriched,663.1917379310345
KNTC1,Luminal A,465.7598350649351
KNTC1,Luminal B,831.7467488188977
KNTC1,Normal-like,406.26975
KPNA2,Basal-like,5364.813370103093
KPNA2,HER2-enriched,5677.904029310344
KPNA2,Luminal A,2305.810963636364
KPNA2,Luminal B,4696.810322834645
KPNA2,Normal-like,3182.600775
LAG3,Basal-like,252.91721443298968
LAG3,HER2-enriched,133.49795689655173
LAG3,Luminal A,50.48672121212121
LAG3,Luminal B,109.89487322834646
LAG3,Normal-like,124.6881125
LAGE3,Basal-like,702.9073319587629
LAGE3,HER2-enriched,800.4339327586207
LAGE3,Luminal A,509.71172554112553
LAGE3,Luminal B,660.8874149606299
LAGE3,Normal-like,748.1851625
LAMP3,Basal-like,941.1715865979381
LAMP3,HER2-enriched,303.24935
LAMP3,Luminal A,150.57993376623378
LAMP3,Luminal B,136.8137779527559
LAMP3,Normal-like,395.6284875
LEF1,Basal-like,285.5353649484536
LEF1,HER2-enriched,327.87493103448276
LEF1,Luminal A,668.0480670995671
LEF1,Luminal B,611.8433732283464
LEF1,Normal-like,481.221625
LIMD2,Basal-like,597.4552082474227
LIMD2,HER2-enriched,702.1343551724138
LIMD2,Luminal A,282.80379913419915
LIMD2,Luminal B,308.50251102362205
LIMD2,Normal-like,583.4225375
LINGO1,Basal-like,399.00754329896904
LINGO1,HER2-enriched,332.12894310344825
LINGO1,Luminal A,493.69862683982683
LINGO1,Luminal B,688.210211023622
LINGO1,Normal-like,399.6401875
LMNB1,Basal-like,2064.1457783505157
LMNB1,HER2-enriched,1967.740903448276
LMNB1,Luminal A,904.0664818181818
LMNB1,Luminal B,1905.4412149606298
LMNB1,Normal-like,1132.5389
LMNB2,Basal-like,2491.721731958763
LMNB2,HER2-enriched,1830.4507689655172
LMNB2,Luminal A,1108.558596969697
LMNB2,Luminal B,1585.1733456692914
LMNB2,Normal-like,1429.271525
LOXL1,Basal-like,644.0606113402062
LOXL1,HER2-enriched,1099.1006310344828
LOXL1,Luminal A,1375.7244125541126
LOXL1,Luminal B,833.2994385826771
LOXL1,Normal-like,1180.3521375
LPAR2,Basal-like,545.4339340206186
LPAR2,HER2-enriched,587.5180034482759
LPAR2,Luminal A,348.16668095238094
LPAR2,Luminal B,421.3295433070866
LPAR2,Normal-like,449.9670125
LPCAT1,Basal-like,2359.8041577319586
LPCAT1,HER2-enriched,2555.595981034483
LPCAT1,Luminal A,1817.2720688311688
LPCAT1,Luminal B,2221.1776677165353
LPCAT1,Normal-like,2042.515825
LRP8,Basal-like,514.4805742268042
LRP8,HER2-enriched,260.33045
LRP8,Luminal A,97.79228571428571
LRP8,Luminal B,198.52631732283464
LRP8,Normal-like,187.7440875
LRRC15,Basal-like,1500.387662886598
LRRC15,HER2-enriched,3455.8887155172415
LRRC15,Luminal A,4174.6235995670995
LRRC15,Luminal B,2496.741777952756
LRRC15,Normal-like,1396.0402625
LRRC59,Basal-like,4784.783065979382
LRRC59,HER2-enriched,8416.506068965517
LRRC59,Luminal A,4016.6735272727274
LRRC59,Luminal B,5173.801691338583
LRRC59,Normal-like,4373.175825
LRWD1,Basal-like,398.3099360824742
LRWD1,HER2-enriched,351.3374620689655
LRWD1,Luminal A,307.531796969697
LRWD1,Luminal B,347.2280346456693
LRWD1,Normal-like,305.7808125
LTA,Basal-like,36.043754639175255
LTA,HER2-enriched,26.904544827586207
LTA,Luminal A,14.63235670995671
LTA,Luminal B,18.16724803149606
LTA,Normal-like,34.220175
LYPD1,Basal-like,126.84608144329897
LYPD1,HER2-enriched,83.48667586206896
LYPD1,Luminal A,51.92782554112554
LYPD1,Luminal B,47.56921023622047
LYPD1,Normal-like,93.73695000000001
MAD2L1,Basal-like,796.7747020618557
MAD2L1,HER2-enriched,612.7605896551725
MAD2L1,Luminal A,290.0061116883117
MAD2L1,Luminal B,624.3350039370079
MAD2L1,Normal-like,435.612275
MAGED1,Basal-like,7613.87373298969
MAGED1,HER2-enriched,8743.338615517241
MAGED1,Luminal A,5595.479974025974
MAGED1,Luminal B,5294.633189763779
MAGED1,Normal-like,5032.610775
MAL2,Basal-like,6177.607707216494
MAL2,HER2-enriched,10653.87989137931
MAL2,Luminal A,6624.875915151515
MAL2,Luminal B,8365.834277952756
MAL2,Normal-like,8171.846262499999
MATN3,Basal-like,195.87894329896906
MATN3,HER2-enriched,353.3989431034483
MATN3,Luminal A,760.1745558441559
MATN3,Luminal B,426.1044464566929
MATN3,Normal-like,233.2021
MCM10,Basal-like,712.738124742268
MCM10,HER2-enriched,383.40441379310346
MCM10,Luminal A,125.65138398268398
MCM10,Luminal B,361.2610362204724
MCM10,Normal-like,160.6954875
MCM2,Basal-like,2551.8099154639176
MCM2,HER2-enriched,1759.7211189655172
MCM2,Luminal A,909.8994502164502
MCM2,Luminal B,1746.8196535433071
MCM2,Normal-like,919.750025
MELK,Basal-like,973.2360020618556
MELK,HER2-enriched,628.562098275862
MELK,Luminal A,204.52270822510823
MELK,Luminal B,524.3298141732283
MELK,Normal-like,319.8011125
METRN,Basal-like,253.84175051546393
METRN,HER2-enriched,642.444
METRN,Luminal A,717.9231194805195
METRN,Luminal B,708.0317708661418
METRN,Normal-like,1617.38615
MFAP2,Basal-like,1529.131198969072
MFAP2,HER2-enriched,966.9124551724138
MFAP2,Luminal A,1053.055493939394
MFAP2,Luminal B,650.9588724409449
MFAP2,Normal-like,711.385
MICAL2,Basal-like,1744.6391907216496
MICAL2,HER2-enriched,2450.476755172414
MICAL2,Luminal A,2822.2607735930737
MICAL2,Luminal B,2230.293918110236
MICAL2,Normal-like,1805.7522000000001
